,명칭,주소,위도,경도,분류
0,대구국제공항 면세점,대구광역시 동구 공항로 221(지저동),35.9000395862,128.6376608952,쇼핑_면세점
1,그랜드면세점(대구시내점),대구광역시 수성구 동대구로 305,35.8576997042,128.6251881746,쇼핑_면세점
