,명칭,주소,위도,경도,분류
0,핫트랙스 (대구점),대구광역시 중구 국채보상로 586,35.8705726868,128.5948293793,숙박_모텔
1,대구종합유통단지관리공단,대구광역시 북구 유통단지로13길 9,35.9082297975,128.6091270699,숙박_모텔
2,홀리데이비지터샵,대구광역시 중구 경상감영길 184,35.871978129,128.5973180095,숙박_모텔
