,명칭,주소,위도,경도,분류
0,더폴락,대구광역시 중구 경상감영1길 62-51층,35.8736945265,128.5932516535,문화시설_대형서점
1,심플책방,대구광역시 동구 동부로34길 4지하 1층,35.8771503798,128.6305899348,문화시설_대형서점
