,명칭,주소,위도,경도,분류
0,낙동강승전기념관,대구광역시 남구 앞산순환로 574-110,35.8271386024,128.5887866745,문화시설_기념관
1,2·28 민주운동기념회관,대구시 중구 남산동 2113-10,35.858390651,128.5903995527,문화시설_기념관
