,명칭,주소,위도,경도,분류
0,대림목공예,대구광역시 동구 공항로33길 21,35.9029336186,128.6331251029,쇼핑_공예:공방
1,천미사 (상감입사장),대구광역시 수성구 들안로 108(두산동),35.8395349443,128.6171282789,쇼핑_공예:공방
